track_name,artist_name,streams,danceability_pct,energy_pct
Excuses,"Intense, AP Dhillon, Gurinder Gill",327498031,84,72
10:35,"Tiï¿½ï¿½sto, Tate M",325592432,70,79
JGL,"Luis R Conriquez, La Adictiva",323455692,70,59
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",323437194,66,32
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",323358833,71,88
GATï¿½ï¿½,"Maldy, Karol G",322336177,63,86
Ya No Somos Ni Seremos,Christian Nodal,319757142,59,45
Maan Meri Jaan,King,319566866,70,51
Otro Atardecer,"Bad Bunny, The Marï¿½ï",319546754,78,60
Maroon,Taylor Swift,317726339,64,40
Christmas Tree,V,317622165,44,38
Yo No Soy Celoso,Bad Bunny,313113297,87,59
La Zona,Bad Bunny,312622938,76,80
Satellite,Harry Styles,311482393,58,46
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",311395144,77,42
Shirt,SZA,309653982,82,45
Besos Moja2,"Wisin & Yandel, ROSALï¿½",309483971,74,73
ULTRA SOLO,"Polima WestCoast, Pailita",307752576,80,85
Fin de Semana,"Oscar Maydon, Junior H",307370144,70,54
LOVE DIVE,IVE,305771063,70,71
Me Fui de Vacaciones,Bad Bunny,305650299,71,65
Gato de Noche,"Nengo Flow, Bad Bunny",304118600,89,66
PUNTO 40,"Baby Rasta, Rauw Alejandro",304079786,87,83
WHERE SHE GOES,Bad Bunny,303236322,65,80
SPIT IN MY FACE!,ThxSoMch,303216294,73,79
Yet To Come,BTS,302006641,56,89
SPIT IN MY FACE!,ThxSoMch,301869854,70,57
N95,Kendrick Lamar,301242089,81,66
ANTIFRAGILE,LE SSERAFIM,301051721,88,80
Where Did You Go?,"MNEK, Jax Jones",300983101,77,78
Chale,Eden Muï¿½ï,299648208,55,44
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",299634472,81,63
LET GO,Central Cee,298063749,74,45
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,297328960,25,30
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",295998468,73,32
Numb,"Marshmello, Khalid",295307001,91,77
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",295152154,77,75
CAIRO,"Karol G, Ovy On The Drums",294352144,95,69
Last Last,Burna Boy,293466523,80,56
ceilings,Lizzy McAlpine,293186992,51,33
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",291709698,73,83
Daylight,Harry Styles,290833204,69,45
Every Summertime,NIKI,290228626,63,67
Ch y la Pizza,"Fuerza Regida, Natanael Cano",288101651,66,60
El Rescate,"Grupo Marca Registrada, Junior H",287278853,79,59
It'll Be Okay,Shawn Mendes,287201015,40,29
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",286739476,60,71
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",286400165,68,71
Nobody Gets Me,SZA,284908316,36,28
Radio,Lana Del Rey,284819874,42,86
How Do I Say Goodbye,Dean Lewis,284785823,40,64
Pasoori,"Shae Gill, Ali Sethi",284249832,71,60
Hold Me Closer,"Elton John, Britney Spears",284216603,67,77
Aguacero,Bad Bunny,283359161,86,65
Un Verano Sin Ti,Bad Bunny,283332261,50,50
Forever,Labrinth,282883169,56,46
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,279737940,81,79
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",279717388,91,82
Ferxxo 100,Feid,278920007,70,57
BILLIE EILISH.,Armani White,277132266,90,50
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",276259178,75,53
Caile,Luar La L,273914335,70,76
Little Freak,Harry Styles,273194684,56,54
Pantysito,"Feid, Alejo, Robi",273005485,83,74
Low,SZA,272377463,70,55
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",271666301,50,78
Leï¿½,Marï¿½ï¿½lia Mendo,267789608,74,87
Surface Pressure,Jessica Darrow,267758538,65,58
X SI VOLVEMOS,"Karol G, Romeo Santos",266624541,79,78
Car's Outside,James Arthur,265882712,34,56
After LIKE,IVE,265548837,68,92
Attention,NewJeans,264717480,81,65
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",263894529,46,83
Monï¿½ï¿½y so,YEAT,263779030,69,57
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",263453310,65,95
Ojos Marrones,Lasso,263280370,81,65
Salimo de Noche,"Trueno, Tiago pzk",261414174,67,63
Peru,"Ed Sheeran, Fireboy DML",261286503,96,42
My Only Wish (This Year),Britney Spears,261116938,67,72
Numb Little Bug,Em Beihold,258714692,74,52
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",258316038,80,69
Moonlight,Kali Uchis,256483385,64,72
El Gordo Trae El Mando,Chino Pacas,255932395,74,80
When You're Gone,Shawn Mendes,255120451,60,69
PUFFIN ON ZOOTIEZ,Future,254218729,88,66
Vigilante Shit,Taylor Swift,253650850,80,28
Down Under (feat. Colin Hay),"Luude, Colin Hay",252871192,31,86
Coco Chanel,"Bad Bunny, Eladio Carrion",250305248,68,76
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",248511839,82,75
Rara Vez,"Taiu, Milo j",248088961,84,71
ELEVEN,IVE,247737946,83,73
2 Be Loved (Am I Ready),Lizzo,247689123,72,77
Die For You,Joji,246390068,47,52
Stay Alive (Prod. SUGA of BTS),Jung Kook,246376690,51,76
Agosto,Bad Bunny,246127838,85,58
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",245400167,67,75
Run Rudolph Run - Single Version,Chuck Berry,245350949,69,71
TO THE MOON,Jnr Choi,245095641,74,65
THE SHADE,Rex Orange County,244928911,90,51
San Lucas,Kevin Kaarl,244891912,58,36
Afraid To Feel,LF System,244790012,58,91
Thousand Miles,The Kid Laroi,244741137,38,66
Heart To Heart,Mac DeMarco,244658767,90,14
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",244585109,74,89
Christmas (Baby Please Come Home),Darlene Love,242767149,34,76
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",240918092,82,88
Ginseng Strip 2002,Yung Lean,240769997,60,71
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",240684449,82,61
Plan A,Paulo Londra,240661097,58,83
With you,"HA SUNG WOON, Jimin",240580042,53,43
Forget Me,Lewis Capaldi,239411309,67,74
Hold My Hand,Lady Gaga,238350348,51,63
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",237351106,78,74
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",236940480,70,44
Tom's Diner,"AnnenMayKantereit, Giant Rooks",236872197,68,43
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",236857112,73,57
Keep Driving,Harry Styles,236060709,72,48
Typa Girl,BLACKPINK,235549288,92,62
Nosso Quadro,"Ana Castela, AgroPlay",233801632,69,71
Love Of My Life,Harry Styles,233671263,56,54
FLOWER,JISOO,232896922,84,39
Mujeriego,Ryan Castro,231996128,76,62
SUPERMODEL,Mï¿½ï¿½ne,231657891,64,88
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",231332117,84,79
FEARLESS,LE SSERAFIM,229497852,86,62
Starlight,Dave,229473310,95,37
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,227918678,70,34
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",226897599,69,89
I AM WOMAN,Emmy Meli,225259194,65,47
THE LONELIEST,Mï¿½ï¿½ne,225093344,52,60
El Merengue,"Marshmello, Manuel Turizo",223633238,78,68
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",223582566,77,87
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",223319934,56,76
Question...?,Taylor Swift,223064273,75,50
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",222612678,64,91
KU LO SA - A COLORS SHOW,Oxlade,222410722,65,66
Betty (Get Money),Yung Gravy,221752937,73,75
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",221409663,79,74
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",219196651,77,87
Mastermind,Taylor Swift,218320587,66,35
Cupido,Tini,217672943,91,58
POP!,Nayeon,213505179,80,86
WORTH NOTHING,"Twisted, Oliver Tree",213438580,58,62
El Apagï¿½,Bad Bunny,212351890,63,70
MANIAC,Stray Kids,212234990,58,80
That That (prod. & feat. SUGA of BTS),"PSY, Suga",212109195,91,96
Polaroid Love,ENHYPEN,211372494,74,67
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",211050784,64,87
KICK BACK,Kenshi Yonezu,210038833,58,94
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",209768491,73,74
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",209106362,82,85
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",208166039,78,57
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",207033255,69,90
MIENTRAS ME CURO DEL CORA,Karol G,206399629,52,48
When I R.I.P.,Labrinth,203680270,39,55
The Astronaut,Jin,203436468,54,76
Thought You Should Know,Morgan Wallen,203221468,53,70
Hati-Hati di Jalan,Tulus,202677468,64,44
Static,Steve Lacy,202452860,34,31
Tattoo,Loreen,201660859,55,78
Bar,"Tini, L-Gante",200972675,52,69
Less Than Zero,The Weeknd,200660871,53,79
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",200647221,85,67
Grapejuice,Harry Styles,199587884,65,72
Limbo,Freddie Dredd,199386237,80,62
DANCE CRIP,Trueno,198883004,86,79
Spin Bout U,"Drake, 21 Savage",198365537,77,70
En Paris,"El Chachito, Junior H",198275403,70,48
IDGAF (with blackbear),"Blackbear, BoyWithUke",197643795,78,75
Pass The Dutchie,Musical Youth,195918494,73,67
Massive,Drake,195628667,51,68
Eyes Closed,Ed Sheeran,195576623,78,53
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",195516622,49,66
True Love,"Kanye West, XXXTENTACION",194902696,71,86
Nail Tech,Jack Harlow,193443895,65,58
La Bebe,Yng Lvcas,191945597,78,46
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",191873381,77,74
Sticky,Drake,191448892,88,49
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",191333656,75,63
In My Head,Lil Tjay,190981339,68,55
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",190625045,82,70
Slut Me Out,NLE Choppa,190490915,94,61
Talk that Talk,TWICE,189476119,77,91
Cinema,Harry Styles,189236868,83,64
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",188933502,61,73
Vampiro,"Matuï¿½ï¿½, Wiu, ",187772591,78,64
Daydreaming,Harry Styles,187703102,71,81
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",187701588,59,60
Labyrinth,Taylor Swift,187339835,48,31
Sweet Nothing,Taylor Swift,186104310,34,16
10 Things I Hate About You,Leah Kate,185550869,54,79
Cigarettes,Juice WRLD,185408548,60,62
Prohibidox,Feid,185392587,65,80
All Of The Girls You Loved Before,Taylor Swift,185240616,72,47
GIVENCHY,Duki,185236961,61,62
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",184937148,59,63
Flowers,Lauren Spencer Smith,184826429,70,44
Tak Ingin Usai,Keisya Levronka,184807630,49,40
Good Looking,Suki Waterhouse,184706613,37,56
TUS Lï¿½ï¿½GR,"Sech, Mora",184622518,68,71
Escapism. - Sped Up,"RAYE, 070 Shake",184308753,44,77
Sprinter,"Dave, Central Cee",183706234,92,58
295,Sidhu Moose Wala,183273246,68,76
DARARI,Treasure,182978249,72,64
Shut up My Moms Calling - (Sped Up),Hotel Ugly,181831132,65,47
The Great War,Taylor Swift,181382590,57,74
Hrs and Hrs,Muni Long,181328253,51,53
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",180577478,63,88
Tak Segampang Itu,Anggi Marito,179659294,51,44
Si Te La Encuentras Por Ahï¿,Feid,179061440,74,58
Jingle Bells - Remastered 1999,Frank Sinatra,178660459,51,34
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",178512385,79,84
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",177740666,60,91
"Would've, Could've, Should've",Taylor Swift,177503916,48,84
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",177129919,63,75
TQM,Fuerza Regida,176553476,79,85
Celestial,Ed Sheeran,176474912,57,85
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",176290831,93,45
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",176103902,95,57
WANDA,Quevedo,175399345,72,63
Search & Rescue,Drake,175097833,82,44
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",174006928,87,52
Rich Spirit,Kendrick Lamar,173702135,85,43
Like Crazy (English Version),Jimin,173627354,62,76
Chemical,Post Malone,172825906,50,90
ALIEN SUPERSTAR,Beyoncï¿,171788484,55,64
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",170732845,72,46
Nxde,(G)I-DLE,170709584,73,91
On BS,"Drake, 21 Savage",170413877,84,36
Gatita,Bellakath,168684524,90,81
Set Me Free Pt.2,Jimin,168448603,59,82
Dos Oruguitas,Sebastian Yatra,167076418,42,36
Sial,Mahalini,166570053,56,43
If We Ever Broke Up,Mae Stephens,165584767,90,73
En El Radio Un Cochinero,Victor Cibrian,164856284,70,62
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",164163229,61,90
Blind,SZA,163284000,46,28
Shorty Party,"Cartel De Santa, La Kelly",162887075,93,47
Chanel,"Becky G, Peso Pluma",161460990,85,68
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",160845341,81,58
Beautiful Girl,Luciano,160035717,84,42
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",159240673,84,75
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",158950978,76,81
RUMBATï¿½,Daddy Yankee,157990698,69,91
Antes de Perderte,Duki,157136970,81,93
Fast Car,Luke Combs,157058870,71,60
United In Grief,Kendrick Lamar,156898322,52,83
Kahani Suno 2.0,Kaifi Khalil,156777415,58,38
Pope Is a Rockstar,SALES,156658366,73,45
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",156338624,70,81
Boy's a liar,PinkPantheress,156338624,66,84
Malas Decisiones,Kenia OS,156214700,81,79
MORE,j-hope,155795783,78,72
Open Arms (feat. Travis Scott),"SZA, Travis Scott",155653938,67,59
Major Distribution,"Drake, 21 Savage",154863153,91,55
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",154797871,72,71
Miss You,Southstar,154356956,66,58
Malvada,Zï¿½ï¿½ Fe,154119539,89,86
Erro Gostoso - Ao Vivo,Simone Mendes,153454328,59,89
AMARGURA,Karol G,153372011,92,70
Freaky Deaky,"Tyga, Doja Cat",153240879,80,65
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",152850295,79,68
Dua Lipa,Jack Harlow,150500965,83,65
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",149778242,64,77
One Thing At A Time,Morgan Wallen,148469433,61,91
Talk,YEAT,148461629,70,76
Love Again,The Kid Laroi,147538971,66,40
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",147290338,57,59
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",146789379,53,31
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",146409671,82,67
That's Hilarious,Charlie Puth,146363130,71,44
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",146223492,80,81
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,145458418,67,67
Heaven,Niall Horan,144584800,57,76
All My Life (feat. J. Cole),"J. Cole, Lil Durk",144565150,83,44
ýýýýýýýýýýýý,YOASOBI,143573775,57,94
212,"Mainstreet, Chefin",143139338,79,52
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",142095275,50,52
Circo Loco,"Drake, 21 Savage",141720999,73,61
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",141381703,80,83
"Besharam Rang (From Pathaan"""")""""","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",140187018,77,80
vampire,Olivia Rodrigo,140003974,51,53
"Apna Bana Le (From Bhediya"""")""""","Arijit Singh, Sachin-Jigar",139836056,59,56
Cupid,Fifty Fifty,139681964,77,66
Fim de Semana no Rio,teto,139193812,87,50
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",138517666,63,92
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",138334433,83,82
Komang,Raim Laode,137123880,70,41
Boyfriends,Harry Styles,137070925,42,20
ZOOM,Jessi,136996305,87,60
Antidepresan,"Mabel Matiz, Mert Demir",136689549,70,59
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",136676504,88,56
Merry Christmas,"Ed Sheeran, Elton John",135723538,59,94
Wild Flower (with youjeen),RM,135611421,49,77
O.O,NMIXX,135444283,39,77
Brividi,"Mahmood, Blanco",135079152,52,60
Zona De Perigo,Leo Santana,134294498,81,77
TRUSTFALL,P!nk,134255790,64,89
En La De Ella,"Feid, Sech, Jhayco",133895612,82,77
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",133753727,53,67
LALA,Myke Towers,133716286,71,74
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,132171975,47,50
die first,Nessa Barrett,131746175,44,67
Take My Breath,The Weeknd,130655803,70,77
Layla,"Schï¿½ï¿½rze, DJ R",130419412,44,92
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",129314708,71,40
Say Yes To Heaven,Lana Del Rey,127567540,49,35
Dance The Night (From Barbie The Album),Dua Lipa,127408954,67,85
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",127309180,55,78
Deck The Hall - Remastered 1999,Nat King Cole,127027715,69,36
Las Morras,"BLESSD, Peso Pluma",127026613,78,84
Soy El Unico,Yahritza Y Su Esencia,126443991,71,45
Count Me Out,Kendrick Lamar,126191104,78,43
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,125917280,66,76
LLYLM,ROSALï¿½,124988687,56,63
Miserable Man,David Kushner,124407432,63,35
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",123473120,81,73
Silent Hill,"Kendrick Lamar, Kodak Black",123216717,92,57
I AM,IVE,123132751,68,88
Acrï¿½ï¿½s,Shakira,123124076,75,48
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",123122413,81,68
"Hey, Mickey!",Baby Tate,122763672,92,51
"I'm Tired - From Euphoria"""" An Original HBO Series""""",Labrinth,121913181,28,20
Bigger Than The Whole Sky,Taylor Swift,121871870,42,24
La Loto,"Anitta, Tini, Becky G",121189256,85,83
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",121077868,71,52
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",120972253,68,71
"Nobody Like U - From Turning Red""""""""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",120847157,91,72
How Do I Make You Love Me?,The Weeknd,119238316,80,51
Haegeum,Agust D,118810253,70,84
Take Two,BTS,118482347,62,59
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",118381354,86,79
Never Felt So Alone,Labrinth,117747907,44,41
REMIX EXCLUSIVO,Feid,117206995,65,56
Gasoline,The Weeknd,116903579,74,73
on the street (with J. Cole),"j-hope, J. Cole",116599790,68,82
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",116334601,70,79
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",116144341,89,74
Poland,Lil Yachty,115331792,70,56
Niï¿½ï¿½a Bo,"Sean Paul, Feid",115010040,82,62
For Youth,BTS,114546317,63,51
Area Codes,"Kaliii, Kaliii",113509496,82,39
Privileged Rappers,"Drake, 21 Savage",112436403,93,61
Tï¿½ï¿,"dennis, MC Kevin o Chris",111947664,86,96
Love Language,SZA,110849052,71,26
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",110649992,80,54
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",110073250,62,43
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",109276132,63,54
Thinking with My Dick,"Kevin Gates, Juicy J",109091573,77,70
Lï¿½ï¿½ï¿,Stromae,108809090,56,55
El Cielo,"Feid, Myke Towers, Sky Rompiendo",107753850,72,64
Sugar Rush Ride,TOMORROW X TOGETHER,107642809,71,89
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",107255472,47,80
Sigue,"Ed Sheeran, J Balvin",106933107,89,64
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",106919680,82,66
Broke Boys,"Drake, 21 Savage",106249219,64,53
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",105062254,84,67
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",104992946,90,68
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",103787664,70,90
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,103762518,74,73
Right On,Lil Baby,101780047,70,61
Best Friends,The Weeknd,101114984,49,59
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",100409613,72,78
Seek & Destroy,SZA,98709329,65,65
"Come Back Home - From Purple Hearts""""""""",Sofia Carson,97610446,56,53
Queencard,(G)I-DLE,96273746,82,83
Double Fantasy (with Future),"The Weeknd, Future",96180277,60,57
Alone,Burna Boy,96007391,61,67
People Pt.2 (feat. IU),"IU, Agust D",95816024,73,57
Everything I Love,Morgan Wallen,95623148,56,85
fukumean,Gunna,95217315,85,62
What It Is (Solo Version),Doechii,95131998,74,76
Bye,Peso Pluma,95053634,78,81
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",94616487,59,74
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",94186466,60,53
Used (feat. Don Toliver),"SZA, Don Toliver",94005786,73,69
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",93587665,53,36
PERO Tï¿,"Karol G, Quevedo",93438910,86,79
BackOutsideBoyz,Drake,93367537,85,43
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",92035115,80,88
So Good,Halsey,91781263,63,62
